21-07-2021;34121515001;ABEGONDO;5;Incidencia acumulada para o concello: >150 e <=250;5;Incidencia acumulada para o concello: >25 e <=75
21-07-2021;34121515002;AMES;Número de novos casos diagnosticados no concello: 101;Incidencia acumulada para o concello: >250 e <=500;Número de novos casos diagnosticados no concello: 74;Incidencia acumulada para o concello: >125 e <=250
21-07-2021;34121515003;ARANGA;5;Incidencia acumulada para o concello: >50 e <=150;5;Incidencia acumulada para o concello: >25 e <=75
21-07-2021;34121515004;ARES;Número de novos casos diagnosticados no concello: 10;Incidencia acumulada para o concello: >150 e <=250;5;Incidencia acumulada para o concello: >75 e <=125
21-07-2021;34121515005;ARTEIXO;Número de novos casos diagnosticados no concello: 94;Incidencia acumulada para o concello: >250 e <=500;Número de novos casos diagnosticados no concello: 67;Incidencia acumulada para o concello: >125 e <=250
21-07-2021;34121515006;ARZUA;Número de novos casos diagnosticados no concello: 36;Incidencia acumulada para o concello: >500;Número de novos casos diagnosticados no concello: 29;Incidencia acumulada para o concello: >250
21-07-2021;34121515007;BAÑA (A);5;Incidencia acumulada para o concello: >50 e <=150;5;Incidencia acumulada para o concello: >75 e <=125
21-07-2021;34121515008;BERGONDO;Número de novos casos diagnosticados no concello: 13;Incidencia acumulada para o concello: >150 e <=250;5;Incidencia acumulada para o concello: >75 e <=125
21-07-2021;34121515009;BETANZOS;Número de novos casos diagnosticados no concello: 36;Incidencia acumulada para o concello: >250 e <=500;Número de novos casos diagnosticados no concello: 21;Incidencia acumulada para o concello: >125 e <=250
21-07-2021;34121515010;BOIMORTO;5;Incidencia acumulada para o concello: >150 e <=250;5;Incidencia acumulada para o concello: >125 e <=250
21-07-2021;34121515011;BOIRO;Número de novos casos diagnosticados no concello: 215;Incidencia acumulada para o concello: >500;Número de novos casos diagnosticados no concello: 126;Incidencia acumulada para o concello: >250
21-07-2021;34121515012;BOQUEIXON;5;Incidencia acumulada para o concello: >150 e <=250;5;Incidencia acumulada para o concello: >75 e <=125
21-07-2021;34121515013;BRION;Número de novos casos diagnosticados no concello: 14;Incidencia acumulada para o concello: >150 e <=250;5;Incidencia acumulada para o concello: >75 e <=125
21-07-2021;34121515014;CABANA DE BERGANTIÑOS;5;Incidencia acumulada para o concello: >150 e <=250;5;Incidencia acumulada para o concello: >75 e <=125
21-07-2021;34121515015;CABANAS;5;Incidencia acumulada para o concello: >150 e <=250;5;Incidencia acumulada para o concello: >125 e <=250
21-07-2021;34121515016;CAMARIÑAS;5;Incidencia acumulada para o concello: >50 e <=150;5;Incidencia acumulada para o concello: >75 e <=125
21-07-2021;34121515017;CAMBRE;Número de novos casos diagnosticados no concello: 96;Incidencia acumulada para o concello: >250 e <=500;Número de novos casos diagnosticados no concello: 63;Incidencia acumulada para o concello: >250
21-07-2021;34121515018;CAPELA (A);5;Incidencia acumulada para o concello: >250 e <=500;5;Incidencia acumulada para o concello: >250
21-07-2021;34121515019;CARBALLO;Número de novos casos diagnosticados no concello: 148;Incidencia acumulada para o concello: >250 e <=500;Número de novos casos diagnosticados no concello: 100;Incidencia acumulada para o concello: >250
21-07-2021;34121515020;CARNOTA;5;Incidencia acumulada para o concello: >150 e <=250;5;Incidencia acumulada para o concello: >125 e <=250
21-07-2021;34121515021;CARRAL;Número de novos casos diagnosticados no concello: 16;Incidencia acumulada para o concello: >150 e <=250;Número de novos casos diagnosticados no concello: 13;Incidencia acumulada para o concello: >125 e <=250
21-07-2021;34121515022;CEDEIRA;Número de novos casos diagnosticados no concello: 16;Incidencia acumulada para o concello: >150 e <=250;Número de novos casos diagnosticados no concello: 14;Incidencia acumulada para o concello: >125 e <=250
21-07-2021;34121515023;CEE;Número de novos casos diagnosticados no concello: 22;Incidencia acumulada para o concello: >250 e <=500;Número de novos casos diagnosticados no concello: 17;Incidencia acumulada para o concello: >125 e <=250
21-07-2021;34121515024;CERCEDA;0;Incidencia acumulada para o concello: <=25;0;Incidencia acumulada para o concello: <=10
21-07-2021;34121515025;CERDIDO;5;Incidencia acumulada para o concello: >150 e <=250;5;Incidencia acumulada para o concello: >125 e <=250
21-07-2021;34121515027;COIROS;5;Incidencia acumulada para o concello: >50 e <=150;5;Incidencia acumulada para o concello: >75 e <=125
21-07-2021;34121515028;CORCUBION;5;Incidencia acumulada para o concello: >150 e <=250;5;Incidencia acumulada para o concello: >125 e <=250
21-07-2021;34121515029;CORISTANCO;Número de novos casos diagnosticados no concello: 10;Incidencia acumulada para o concello: >150 e <=250;5;Incidencia acumulada para o concello: >25 e <=75
21-07-2021;34121515030;CORUÑA (A);Número de novos casos diagnosticados no concello: 1136;Incidencia acumulada para o concello: >250 e <=500;Número de novos casos diagnosticados no concello: 807;Incidencia acumulada para o concello: >250
21-07-2021;34121515031;CULLEREDO;Número de novos casos diagnosticados no concello: 141;Incidencia acumulada para o concello: >250 e <=500;Número de novos casos diagnosticados no concello: 85;Incidencia acumulada para o concello: >250
21-07-2021;34121515032;CURTIS;Número de novos casos diagnosticados no concello: 15;Incidencia acumulada para o concello: >250 e <=500;Número de novos casos diagnosticados no concello: 10;Incidencia acumulada para o concello: >125 e <=250
21-07-2021;34121515033;DODRO;5;Incidencia acumulada para o concello: >50 e <=150;5;Incidencia acumulada para o concello: >75 e <=125
21-07-2021;34121515034;DUMBRIA;5;Incidencia acumulada para o concello: >50 e <=150;5;Incidencia acumulada para o concello: >25 e <=75
21-07-2021;34121515035;FENE;Número de novos casos diagnosticados no concello: 32;Incidencia acumulada para o concello: >150 e <=250;Número de novos casos diagnosticados no concello: 20;Incidencia acumulada para o concello: >125 e <=250
21-07-2021;34121515036;FERROL;Número de novos casos diagnosticados no concello: 266;Incidencia acumulada para o concello: >250 e <=500;Número de novos casos diagnosticados no concello: 159;Incidencia acumulada para o concello: >125 e <=250
21-07-2021;34121515037;FISTERRA;Número de novos casos diagnosticados no concello: 31;Incidencia acumulada para o concello: >500;Número de novos casos diagnosticados no concello: 26;Incidencia acumulada para o concello: >250
21-07-2021;34121515038;FRADES;5;Incidencia acumulada para o concello: >150 e <=250;5;Incidencia acumulada para o concello: >125 e <=250
21-07-2021;34121515039;IRIXOA;5;Incidencia acumulada para o concello: >150 e <=250;5;Incidencia acumulada para o concello: >125 e <=250
21-07-2021;34121515040;LAXE;5;Incidencia acumulada para o concello: >150 e <=250;5;Incidencia acumulada para o concello: >125 e <=250
21-07-2021;34121515041;LARACHA;Número de novos casos diagnosticados no concello: 25;Incidencia acumulada para o concello: >150 e <=250;Número de novos casos diagnosticados no concello: 13;Incidencia acumulada para o concello: >75 e <=125
21-07-2021;34121515042;LOUSAME;5;Incidencia acumulada para o concello: >150 e <=250;5;Incidencia acumulada para o concello: >125 e <=250
21-07-2021;34121515043;MALPICA DE BERGANTIÑOS;5;Incidencia acumulada para o concello: >25 e <=50;5;Incidencia acumulada para o concello: >10 e <=25
21-07-2021;34121515044;MAÑON;5;Incidencia acumulada para o concello: >150 e <=250;5;Incidencia acumulada para o concello: >75 e <=125
