02-08-2021;34121515001;ABEGONDO;Número de novos casos diagnosticados no concello: 14;Incidencia acumulada para o concello: >250 e <=500;Número de novos casos diagnosticados no concello: 10;Incidencia acumulada para o concello: >125 e <=250
02-08-2021;34121515002;AMES;Número de novos casos diagnosticados no concello: 185;Incidencia acumulada para o concello: >500;Número de novos casos diagnosticados no concello: 81;Incidencia acumulada para o concello: >250
02-08-2021;34121515003;ARANGA;5;Incidencia acumulada para o concello: >50 e <=150;5;Incidencia acumulada para o concello: >25 e <=75
02-08-2021;34121515004;ARES;Número de novos casos diagnosticados no concello: 15;Incidencia acumulada para o concello: >250 e <=500;5;Incidencia acumulada para o concello: >125 e <=250
02-08-2021;34121515005;ARTEIXO;Número de novos casos diagnosticados no concello: 210;Incidencia acumulada para o concello: >500;Número de novos casos diagnosticados no concello: 111;Incidencia acumulada para o concello: >250
02-08-2021;34121515006;ARZUA;Número de novos casos diagnosticados no concello: 24;Incidencia acumulada para o concello: >250 e <=500;5;Incidencia acumulada para o concello: >125 e <=250
02-08-2021;34121515007;BAÑA (A);Número de novos casos diagnosticados no concello: 10;Incidencia acumulada para o concello: >250 e <=500;5;Incidencia acumulada para o concello: >125 e <=250
02-08-2021;34121515008;BERGONDO;Número de novos casos diagnosticados no concello: 26;Incidencia acumulada para o concello: >250 e <=500;Número de novos casos diagnosticados no concello: 13;Incidencia acumulada para o concello: >125 e <=250
02-08-2021;34121515009;BETANZOS;Número de novos casos diagnosticados no concello: 56;Incidencia acumulada para o concello: >250 e <=500;Número de novos casos diagnosticados no concello: 34;Incidencia acumulada para o concello: >250
02-08-2021;34121515010;BOIMORTO;5;Incidencia acumulada para o concello: >250 e <=500;0;Incidencia acumulada para o concello: <=10
02-08-2021;34121515011;BOIRO;Número de novos casos diagnosticados no concello: 118;Incidencia acumulada para o concello: >500;Número de novos casos diagnosticados no concello: 44;Incidencia acumulada para o concello: >125 e <=250
